"tnved_code"@;@"tnved_2"@;@"tnved_2_name"@;@"tnved_10"@;@"tnved_10_name"@;@"tnved_4"@;@"tnved_4_name"@;@"tnved_6"@;@"tnved_6_name"
"0106330090"@;@"01"@;@Живые животные@;@"0106330090"@;@Живые животные прочие:птицы: страусы; эму (Dromaius novaehollandiae): прочие@;@"0106"@;@Живые животные прочие@;@"010633"@;@Страусы; эму
"0106391000"@;@"01"@;@Живые животные@;@"0106391000"@;@Живые животные прочие:птицы: прочие: голуби@;@"0106"@;@Живые животные прочие@;@"010639"@;@Прочие птицы
"0106398010"@;@"01"@;@Живые животные@;@"0106398010"@;@Живые животные прочие:птицы: прочие: прочие: для научно-исследовательских целей@;@"0106"@;@Живые животные прочие@;@"010639"@;@Прочие птицы
"0106398090"@;@"01"@;@Живые животные@;@"0106398090"@;@Живые животные прочие:птицы: прочие: прочие: прочие@;@"0106"@;@Живые животные прочие@;@"010639"@;@Прочие птицы
"0106399010"@;@"01"@;@Живые животные@;@"0106399010"@;@Живые животные прочие: птицы: прочие: прочие: для научно-исследовательских целей@;@"0106"@;@Живые животные прочие@;@"010639"@;@Прочие птицы
"0106399090"@;@"01"@;@Живые животные@;@"0106399090"@;@Живые животные прочие: птицы: прочие: прочие: прочие@;@"0106"@;@Живые животные прочие@;@"010639"@;@Прочие птицы
"0106410001"@;@"01"@;@Живые животные@;@"0106410001"@;@Живые животные прочие:насекомые: пчелы медоносные: матки пчелиные@;@"0106"@;@Живые животные прочие@;@"010641"@;@Пчёлы
"0106410002"@;@"01"@;@Живые животные@;@"0106410002"@;@Живые животные прочие:насекомые: пчелы медоносные: пчелопакеты@;@"0106"@;@Живые животные прочие@;@"010641"@;@Пчёлы
"0106410003"@;@"01"@;@Живые животные@;@"0106410003"@;@Живые животные прочие:насекомые: пчелы медоносные: прочие@;@"0106"@;@Живые животные прочие@;@"010641"@;@Пчёлы
"0106410008"@;@"01"@;@Живые животные@;@"0106410008"@;@Живые животные прочие:насекомые: пчелы прочие: для научно-исследовательских целей@;@"0106"@;@Живые животные прочие@;@"010641"@;@Пчёлы
"0106410009"@;@"01"@;@Живые животные@;@"0106410009"@;@Живые животные прочие:насекомые: пчелы медоносные: прочие@;@"0106"@;@Живые животные прочие@;@"010641"@;@Пчёлы
"0106490001"@;@"01"@;@Живые животные@;@"0106490001"@;@Живые животные прочие:насекомые: прочие для научно-исследовательских целей@;@"0106"@;@Живые животные прочие@;@"010649"@;@Прочие насекомые
"0106490009"@;@"01"@;@Живые животные@;@"0106490009"@;@Живые животные прочие:насекомые: прочие прочие@;@"0106"@;@Живые животные прочие@;@"010649"@;@Прочие насекомые
"0106900010"@;@"01"@;@Живые животные@;@"0106900010"@;@Живые животные прочие:прочие: животные для научно-исследовательских целей@;@"0106"@;@Живые животные прочие@;@"010690"@;@Прочие живые животные
"0106900090"@;@"01"@;@Живые животные@;@"0106900090"@;@Живые животные прочие:прочие: прочие@;@"0106"@;@Живые животные прочие@;@"010690"@;@Прочие живые животные
"0106900091"@;@"01"@;@Живые животные@;@"0106900091"@;@Живые животные прочие: прочие: прочие: пчелы медоносные: матки пчелиные@;@"0106"@;@Живые животные прочие@;@"010690"@;@Прочие живые животные
